TRINITY_DN3888_c0_g1_i3	GO:0005749
TRINITY_DN3888_c0_g1_i3	GO:0005739
TRINITY_DN3888_c0_g1_i3	GO:0009055
TRINITY_DN3888_c0_g1_i3	GO:0050660
TRINITY_DN3888_c0_g1_i3	GO:0008177
TRINITY_DN3888_c0_g1_i3	GO:0009061
TRINITY_DN3888_c0_g1_i3	GO:0006121
TRINITY_DN3888_c0_g1_i3	GO:0006099
TRINITY_DN3888_c0_g1_i3	GO:0016491
TRINITY_DN3888_c0_g1_i3	GO:0055114
TRINITY_DN3857_c0_g1_i14	GO:0008234
TRINITY_DN3857_c0_g1_i14	GO:0008234
TRINITY_DN3857_c0_g1_i14	GO:0006508
TRINITY_DN56787_c0_g1_i5	GO:0005737
TRINITY_DN56787_c0_g1_i5	GO:0005622
TRINITY_DN56787_c0_g1_i5	GO:0005525
TRINITY_DN56787_c0_g1_i5	GO:0003924
TRINITY_DN56787_c0_g1_i5	GO:0003746
TRINITY_DN56787_c0_g1_i5	GO:0008135
TRINITY_DN56787_c0_g1_i5	GO:0009792
TRINITY_DN56787_c0_g1_i5	GO:0040007
TRINITY_DN21044_c0_g1_i4	GO:0005576
TRINITY_DN21044_c0_g1_i4	GO:0004222
TRINITY_DN21044_c0_g1_i4	GO:0008270
TRINITY_DN21044_c0_g1_i4	GO:0018996
TRINITY_DN21044_c0_g1_i4	GO:0004222
TRINITY_DN21044_c0_g1_i4	GO:0006508
TRINITY_DN21075_c0_g1_i1	GO:0005759
TRINITY_DN21075_c0_g1_i1	GO:0004471
TRINITY_DN21075_c0_g1_i1	GO:0046872
TRINITY_DN21075_c0_g1_i1	GO:0051287
TRINITY_DN21075_c0_g1_i1	GO:0008948
TRINITY_DN21075_c0_g1_i1	GO:0004471
TRINITY_DN21075_c0_g1_i1	GO:0055114
TRINITY_DN21088_c0_g1_i5	GO:0005615
TRINITY_DN21088_c0_g1_i5	GO:0005615
TRINITY_DN21078_c0_g1_i2	GO:0016021
TRINITY_DN21078_c0_g1_i2	GO:0005886
TRINITY_DN21078_c0_g1_i2	GO:0005230
TRINITY_DN21078_c0_g1_i2	GO:0004888
TRINITY_DN21078_c0_g1_i2	GO:0005230
TRINITY_DN21078_c0_g1_i2	GO:0006811
TRINITY_DN21078_c0_g1_i2	GO:0016021
TRINITY_DN39333_c0_g2_i3	GO:0016301
TRINITY_DN5905_c0_g1_i8	GO:0016021
TRINITY_DN5998_c0_g2_i1	GO:0005576
TRINITY_DN5998_c0_g2_i1	GO:0071855
TRINITY_DN5998_c0_g2_i1	GO:0007218
TRINITY_DN5998_c0_g2_i1	GO:0030431
TRINITY_DN5998_c0_g2_i1	GO:0007218
TRINITY_DN5974_c0_g1_i4	GO:0005615
TRINITY_DN5974_c0_g1_i4	GO:0005615
TRINITY_DN5967_c0_g1_i5	GO:0016021
TRINITY_DN5967_c0_g1_i5	GO:0005886
TRINITY_DN5967_c0_g1_i5	GO:0046872
TRINITY_DN5967_c0_g1_i5	GO:0004222
TRINITY_DN5931_c0_g1_i16	GO:0008289
TRINITY_DN5931_c0_g1_i16	GO:0006869
TRINITY_DN5931_c0_g1_i16	GO:0042157
TRINITY_DN5931_c0_g1_i16	GO:0005576
TRINITY_DN50321_c0_g1_i12	GO:0005576
TRINITY_DN50321_c0_g1_i12	GO:0005319
TRINITY_DN50321_c0_g1_i12	GO:0045735
TRINITY_DN17224_c0_g1_i7	GO:0005829
TRINITY_DN17224_c0_g1_i7	GO:0005739
TRINITY_DN17224_c0_g1_i7	GO:0043209
TRINITY_DN17224_c0_g1_i7	GO:0030060
TRINITY_DN17224_c0_g1_i7	GO:0005975
TRINITY_DN17224_c0_g1_i7	GO:0006108
TRINITY_DN17224_c0_g1_i7	GO:0006734
TRINITY_DN17224_c0_g1_i7	GO:0006107
TRINITY_DN17224_c0_g1_i7	GO:0006099
TRINITY_DN17224_c0_g1_i7	GO:0016616
TRINITY_DN17224_c0_g1_i7	GO:0055114
TRINITY_DN17224_c0_g1_i8	GO:0005829
TRINITY_DN17224_c0_g1_i8	GO:0005615
TRINITY_DN17224_c0_g1_i8	GO:0005739
TRINITY_DN17224_c0_g1_i8	GO:0030060
TRINITY_DN17224_c0_g1_i8	GO:0005975
TRINITY_DN17224_c0_g1_i8	GO:0006108
TRINITY_DN17224_c0_g1_i8	GO:0006734
TRINITY_DN17224_c0_g1_i8	GO:0006107
TRINITY_DN17224_c0_g1_i8	GO:0006099
TRINITY_DN17224_c0_g1_i8	GO:0016616
TRINITY_DN17224_c0_g1_i8	GO:0055114
TRINITY_DN17224_c0_g1_i9	GO:0005829
TRINITY_DN17224_c0_g1_i9	GO:0005739
TRINITY_DN17224_c0_g1_i9	GO:0043209
TRINITY_DN17224_c0_g1_i9	GO:0030060
TRINITY_DN17224_c0_g1_i9	GO:0005975
TRINITY_DN17224_c0_g1_i9	GO:0006108
TRINITY_DN17224_c0_g1_i9	GO:0006734
TRINITY_DN17224_c0_g1_i9	GO:0006107
TRINITY_DN17224_c0_g1_i9	GO:0006099
TRINITY_DN17224_c0_g1_i9	GO:0016616
TRINITY_DN17224_c0_g1_i9	GO:0055114
TRINITY_DN17224_c0_g1_i12	GO:0005829
TRINITY_DN17224_c0_g1_i12	GO:0005739
TRINITY_DN17224_c0_g1_i12	GO:0043209
TRINITY_DN17224_c0_g1_i12	GO:0030060
TRINITY_DN17224_c0_g1_i12	GO:0005975
TRINITY_DN17224_c0_g1_i12	GO:0006108
TRINITY_DN17224_c0_g1_i12	GO:0006734
TRINITY_DN17224_c0_g1_i12	GO:0006107
TRINITY_DN17224_c0_g1_i12	GO:0006099
TRINITY_DN17224_c0_g1_i12	GO:0016616
TRINITY_DN17224_c0_g1_i12	GO:0055114
TRINITY_DN17231_c0_g1_i4	GO:0042803
TRINITY_DN7636_c0_g1_i2	GO:0005634
TRINITY_DN7636_c0_g1_i2	GO:0000795
TRINITY_DN7636_c0_g1_i2	GO:0005524
TRINITY_DN7636_c0_g1_i2	GO:0008094
TRINITY_DN7636_c0_g1_i2	GO:0030983
TRINITY_DN7636_c0_g1_i2	GO:0051026
TRINITY_DN7636_c0_g1_i2	GO:0009792
TRINITY_DN7636_c0_g1_i2	GO:0045143
TRINITY_DN7636_c0_g1_i2	GO:0006298
TRINITY_DN7636_c0_g1_i2	GO:0007131
TRINITY_DN7636_c0_g1_i2	GO:0000712
TRINITY_DN7636_c0_g1_i2	GO:0005524
TRINITY_DN7636_c0_g1_i2	GO:0030983
TRINITY_DN7636_c0_g1_i2	GO:0006298
TRINITY_DN7621_c0_g1_i4	GO:0005829
TRINITY_DN7621_c0_g1_i4	GO:0005741
TRINITY_DN7621_c0_g1_i4	GO:0005739
TRINITY_DN7621_c0_g1_i4	GO:0005524
TRINITY_DN7621_c0_g1_i4	GO:0008865
TRINITY_DN7621_c0_g1_i4	GO:0004340
TRINITY_DN7621_c0_g1_i4	GO:0005536
TRINITY_DN7621_c0_g1_i4	GO:0004396
TRINITY_DN7621_c0_g1_i4	GO:0019158
